"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-45 0.834841779474573 2 60 "GO:0006520" "cellular amino acid metabolic process" 0.999795686998174
157 0.156117378498108 2 5 "GO:0006560" "proline metabolic process" 0.813188277836515
-139 0.908623178508354 6 11 "GO:0006575" "cellular modified amino acid metabolic process" 0.999795686998174
190 0.0896063515689862 3 6 "GO:0006576;GO:0044106;GO:0009308" "cellular amine metabolic process" 0.745524845053965
217 0.030241797422696 3 9 "GO:0006605" "protein targeting" 0.524191155326731
-47 0.766490181743441 2 29 "GO:0006631;GO:0032787" "monocarboxylic acid metabolic process" 0.999795686998174
72 0.218261631409254 6 14 "GO:0006633;GO:0072330" "monocarboxylic acid biosynthetic process" 0.813188277836515
-226 0.974917584482384 3 9 "GO:0006635;GO:0009062;GO:0019395;GO:0072329;GO:0034440;GO:0030258" "lipid modification" 0.999795686998174
46 0.363446971974569 2 7 "GO:0006643;GO:0006665" "membrane lipid metabolic process" 0.86893069161736
76 0.21565831519562 2 13 "GO:0006644" "phospholipid metabolic process" 0.813188277836515
33 0.393820963702497 5 8 "GO:0006650;GO:0046486" "glycerolipid metabolic process" 0.910164005001326
-286 0.993273477524745 2 9 "GO:0006730" "one-carbon metabolic process" 0.999795686998174
-82 0.854315565117472 4 20 "GO:0006732;GO:0051186" "cofactor metabolic process" 0.999795686998174
86 0.290160917838776 2 5 "GO:0006733" "oxidoreduction coenzyme metabolic process" 0.813188277836515
-191 0.891551467698055 3 5 "GO:0006749" "glutathione metabolic process" 0.999795686998174
-80 0.786759541184278 3 12 "GO:0006790" "sulfur compound metabolic process" 0.999795686998174
-75 0.963619099062653 2 73 "GO:0006796;GO:0019637;GO:0006793" "phosphorus metabolic process" 0.999795686998174
-156 0.998898414894088 3 48 "GO:0006812;GO:0006811" "ion transport" 0.999795686998174
-121 0.804489303564887 2 6 "GO:0006869" "lipid transport" 0.999795686998174
32 0.419611822782355 4 5 "GO:0006875;GO:0030003;GO:0006873" "cellular metal ion homeostasis" 0.929319687544948
78 0.0486751120146226 2 57 "GO:0006886" "intracellular protein transport" 0.547373145230106
47 0.380067983725447 2 5 "GO:0006887" "exocytosis" 0.888248770953854
299 0.0267422635974588 2 5 "GO:0006897" "endocytosis" 0.505671893479221
138 0.187086916038324 2 5 "GO:0006901" "vesicle coating" 0.813188277836515
-70 0.739153820098405 3 10 "GO:0006913;GO:0051169" "nuclear transport" 0.999795686998174
61 0.155913647411256 2 34 "GO:0006950" "response to stress" 0.813188277836515
-84 0.706277917531979 2 5 "GO:0006955;GO:0002376" "immune response" 0.999795686998174
112 0.197552312741511 2 7 "GO:0006979" "response to oxidative stress" 0.813188277836515
3 0.475125862526517 2 53 "GO:0006996" "organelle organization" 0.941201708623958
133 0.15560407690307 3 7 "GO:0007005" "mitochondrion organization" 0.813188277836515
-51 0.751769815876035 2 22 "GO:0007010" "cytoskeleton organization" 0.999795686998174
151 0.052249260734848 2 14 "GO:0007015" "actin filament organization" 0.547373145230106
-151 0.998587433715342 2 49 "GO:0007017" "microtubule-based process" 0.999795686998174
-129 0.964485762135106 4 24 "GO:0007018;GO:0006928" "cellular component movement" 0.999795686998174
-199 0.900670373382461 3 5 "GO:0007049" "cell cycle" 0.999795686998174
7 0.480406403535728 3 6 "GO:0007050;GO:0045786" "cell cycle arrest" 0.942684263541806
25 0.436909670016955 5 5 "GO:0007088;GO:0007346;GO:0051783" "regulation of nuclear division" 0.936878467665223
122 0.0215603575535398 2 34 "GO:0007155;GO:0022610" "cell adhesion" 0.468731806728374
-6 0.523925880464805 3 12 "GO:0007156;GO:0098609" "homophilic cell adhesion" 0.964394541032562
157 0.00499744473626865 4 33 "GO:0007166" "cell surface receptor signaling pathway" 0.207893701028776
133 0.195207466920037 5 5 "GO:0007167" "enzyme linked receptor protein signaling pathway" 0.813188277836515
91 0.244315051125215 2 7 "GO:0007186" "G-protein coupled receptor signaling pathway" 0.813188277836515
339 0.00485089972166598 2 7 "GO:0007229" "integrin-mediated signaling pathway" 0.207893701028776
105 0.0474010719157758 2 31 "GO:0007264" "small GTPase mediated signal transduction" 0.547373145230106
263 0.0225351830157872 2 7 "GO:0007275" "multicellular organismal development" 0.468731806728374
-85 0.741000514561855 4 7 "GO:0008299;GO:0006720" "isoprenoid metabolic process" 0.999795686998174
64 0.157369072726896 4 30 "GO:0008610" "lipid biosynthetic process" 0.813188277836515
-74 0.779828229641055 3 13 "GO:0008652" "cellular amino acid biosynthetic process" 0.999795686998174
179 0.102715949829108 4 6 "GO:0008654" "phospholipid biosynthetic process" 0.813188277836515
-73 0.935763416622763 4 54 "GO:0009057" "macromolecule catabolic process" 0.999795686998174
-42 0.617509203603066 4 6 "GO:0009063" "cellular amino acid catabolic process" 0.999795686998174
-207 0.943154030936049 6 7 "GO:0009072" "aromatic amino acid family metabolic process" 0.999795686998174
68 0.301036045160633 6 7 "GO:0009084;GO:0009064" "glutamine family amino acid metabolic process" 0.813188277836515
-90 0.834212021887156 2 14 "GO:0009108;GO:0051188" "cofactor biosynthetic process" 0.999795686998174
111 0.236515084657929 2 5 "GO:0009112" "nucleobase metabolic process" 0.813188277836515
-63 0.90562646609492 2 54 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.999795686998174
-154 0.990951825587731 3 29 "GO:0009119;GO:0009116;GO:1901657;GO:0046128;GO:0042278" "glycosyl compound metabolic process" 0.999795686998174
-64 0.866168614405013 4 37 "GO:0009165;GO:1901293;GO:0090407" "organophosphate biosynthetic process" 0.999795686998174
-138 0.965365694967955 3 21 "GO:0009167;GO:0009126;GO:0009161;GO:0009123;GO:0009168;GO:0009127;GO:0009156;GO:0009124" "ribonucleoside monophosphate metabolic process" 0.999795686998174
-295 0.999492851018267 3 15 "GO:0009199;GO:0009141;GO:0009205;GO:0009144;GO:0046034" "purine nucleoside triphosphate metabolic process" 0.999795686998174
-309 0.99842390776673 5 11 "GO:0009201;GO:0009142;GO:0009206;GO:0009145;GO:0015986;GO:0006754;GO:0015985" "ribonucleoside triphosphate biosynthetic process" 0.999795686998174
-116 0.971410477641638 2 33 "GO:0009259;GO:0019693;GO:1901137;GO:0006164;GO:0009150;GO:0006163;GO:0072522;GO:0072521" "purine-containing compound metabolic process" 0.999795686998174
-150 0.982055152234385 5 24 "GO:0009260;GO:0046390;GO:0042455;GO:0009163;GO:1901659;GO:0009152;GO:0046129;GO:0042451" "ribonucleotide biosynthetic process" 0.999795686998174
-168 0.882600346586492 2 6 "GO:0009311" "oligosaccharide metabolic process" 0.999795686998174
-14 0.536411114626867 2 5 "GO:0009451" "RNA modification" 0.968128572301238
-15 0.547580472769058 2 8 "GO:0009605" "response to external stimulus" 0.968128572301238
-230 0.969415871950644 2 8 "GO:0009628" "response to abiotic stimulus" 0.999795686998174
-203 0.904684712714612 2 5 "GO:0009653" "anatomical structure morphogenesis" 0.999795686998174
41 0.34683840302607 3 11 "GO:0009894" "regulation of catabolic process" 0.858837950350269
37 0.241942719919689 2 44 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of signaling" 0.813188277836515
17 0.428867852436323 3 14 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of signal transduction" 0.929319687544948
-2 0.521255341031618 4 75 "GO:0010468;GO:2000112;GO:0060255;GO:0019222;GO:0010556;GO:0031326;GO:0009889;GO:0031323;GO:0080090" "regulation of metabolic process" 0.964394541032562
251 0.0526320331952025 2 5 "GO:0010506" "regulation of autophagy" 0.547373145230106
52 0.344687696015553 4 7 "GO:0010564;GO:0051302" "regulation of cell cycle process" 0.858837950350269
-173 0.997678583958643 2 33 "GO:0015672" "monovalent inorganic cation transport" 0.999795686998174
-110 0.91010559297646 3 18 "GO:0015991;GO:0015988" "energy coupled proton transmembrane transport, against electrochemical gradient" 0.999795686998174
-34 0.844163110472391 2 121 "GO:0016043" "cellular component organization" 0.999795686998174
127 0.167137871505039 3 7 "GO:0016050" "vesicle organization" 0.813188277836515
47 0.3712501464489 2 6 "GO:0016051" "carbohydrate biosynthetic process" 0.877500346151945
70 0.0177625302055801 4 119 "GO:0016070;GO:0090304" "nucleic acid metabolic process" 0.461825785345083
164 0.00102124620315275 2 44 "GO:0016192" "vesicle-mediated transport" 0.106209605127886
188 0.0755055099244775 2 7 "GO:0016197" "endosomal transport" 0.654381086012138
90 0.118534612727293 3 21 "GO:0016482" "cytoplasmic transport" 0.813188277836515
-18 0.558535714789176 2 8 "GO:0016568" "chromatin modification" 0.968128572301238
-52 0.631721349815665 2 5 "GO:0016570;GO:0016569" "histone modification" 0.999795686998174
80 0.24582195867447 3 9 "GO:0018193" "peptidyl-amino acid modification" 0.813188277836515
137 0.148636808561283 2 7 "GO:0019220;GO:0051174;GO:0050790" "regulation of phosphate metabolic process" 0.813188277836515
92 0.161372852970094 2 14 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 0.813188277836515
-66 0.760553955118283 2 14 "GO:0019439;GO:1901361;GO:0044270;GO:0046700" "organic cyclic compound catabolic process" 0.999795686998174
-46 0.901930419297597 4 103 "GO:0019752;GO:0043436;GO:0006082" "oxoacid metabolic process" 0.999795686998174
68 0.241769100411935 2 13 "GO:0022402" "cell cycle process" 0.813188277836515
51 0.306837940750695 4 12 "GO:0022904;GO:0022900" "electron transport chain" 0.81823450866852
-52 0.665831997413001 5 8 "GO:0030001" "metal ion transport" 0.999795686998174
-97 0.834136136818201 2 12 "GO:0030036;GO:0030029" "actin filament-based process" 0.999795686998174
-106 0.864145495661587 2 13 "GO:0030163" "protein catabolic process" 0.999795686998174
156 0.0605000346943984 5 12 "GO:0030833;GO:0008064;GO:0032271;GO:0043254;GO:0051493;GO:0030832;GO:0032535;GO:0032956;GO:0090066;GO:0032970" "regulation of cytoskeleton organization" 0.599238438877851
-19 0.552979848515001 2 6 "GO:0031324;GO:0009892" "negative regulation of metabolic process" 0.968128572301238
101 0.221198082235376 5 7 "GO:0031329" "regulation of cellular catabolic process" 0.813188277836515
-87 0.879118444399874 2 22 "GO:0032268;GO:0051246" "regulation of protein metabolic process" 0.999795686998174
93 0.273527867201811 4 5 "GO:0032507;GO:0045185;GO:0051651;GO:0051235" "maintenance of protein location" 0.813188277836515
146 0.132260601149106 3 7 "GO:0032940;GO:0046903" "secretion" 0.813188277836515
9 0.451219869105767 3 24 "GO:0033043;GO:0051128" "regulation of cellular component organization" 0.938187407956532
53 0.266210587376901 2 17 "GO:0033554" "cellular response to stress" 0.813188277836515
-40 0.611624015352922 2 6 "GO:0034470" "ncRNA processing" 0.999795686998174
-155 0.999164392370249 4 51 "GO:0034622;GO:0065003;GO:0022607" "cellular component assembly" 0.999795686998174
-4 0.543939808158612 2 127 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 0.968128572301238
1 0.491863406369172 2 100 "GO:0034654;GO:0018130;GO:0019438;GO:0044271;GO:1901362" "organic cyclic compound biosynthetic process" 0.943586285741519
-91 0.7977607352934 2 10 "GO:0034655" "nucleobase-containing compound catabolic process" 0.999795686998174
-69 0.745452501466502 3 11 "GO:0035023" "regulation of Rho protein signal transduction" 0.999795686998174
47 0.129728639883176 4 73 "GO:0035556" "intracellular signal transduction" 0.813188277836515
-47 0.649624480851341 4 8 "GO:0038032;GO:0023021;GO:0045744;GO:0008277" "regulation of G-protein coupled receptor protein signaling pathway" 0.999795686998174
-163 0.875212923143111 1 6 "GO:0040011" "locomotion" 0.999795686998174
-140 0.817409126773148 2 5 "GO:0042176" "regulation of protein catabolic process" 0.999795686998174
76 0.295662113209363 2 6 "GO:0042221" "response to chemical" 0.813188277836515
11 0.460667642760647 2 10 "GO:0042254;GO:0022613;GO:0044085" "ribonucleoprotein complex biogenesis" 0.938187407956532
-225 0.927194323610607 2 5 "GO:0042398" "cellular modified amino acid biosynthetic process" 0.999795686998174
-30 0.688152234003491 2 32 "GO:0042592;GO:0019725" "homeostatic process" 0.999795686998174
-103 0.747613260956178 3 5 "GO:0043161;GO:0010498" "proteasomal protein catabolic process" 0.999795686998174
-86 0.794810921401663 6 11 "GO:0043648" "dicarboxylic acid metabolic process" 0.999795686998174
-89 0.974447296311264 2 60 "GO:0043933;GO:0071822" "macromolecular complex subunit organization" 0.999795686998174
-114 0.882080772471984 2 13 "GO:0044242;GO:0016042" "lipid catabolic process" 0.999795686998174
-81 0.968554482055875 2 67 "GO:0044248" "cellular catabolic process" 0.999795686998174
17 0.353191548519801 3 62 "GO:0044255;GO:0006629" "lipid metabolic process" 0.864280495201395
-94 0.792595466327045 2 9 "GO:0044262" "cellular carbohydrate metabolic process" 0.999795686998174
-116 0.772972268668574 2 5 "GO:0044272" "sulfur compound biosynthetic process" 0.999795686998174
104 0.115165480355186 2 16 "GO:0044707;GO:0032501" "multicellular organismal process" 0.813188277836515
-32 0.797254919475668 2 90 "GO:0044711" "single-organism biosynthetic process" 0.999795686998174
-95 0.968000638722356 3 47 "GO:0044712" "single-organism catabolic process" 0.999795686998174
-35 0.771371301058843 3 56 "GO:0044723" "single-organism carbohydrate metabolic process" 0.999795686998174
-105 0.910857936173797 4 20 "GO:0044724;GO:0016052;GO:0006096" "single-organism carbohydrate catabolic process" 0.999795686998174
11 0.447707905064373 2 19 "GO:0044767;GO:0032502" "developmental process" 0.938187407956532
82 0.299101420948734 3 5 "GO:0044802" "single-organism membrane organization" 0.813188277836515
128 0.182073304781284 6 6 "GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314" "actin nucleation" 0.813188277836515
102 0.256127560419026 2 5 "GO:0045017" "glycerolipid biosynthetic process" 0.813188277836515
56 0.0715969859318949 2 89 "GO:0045184;GO:0015031;GO:0071702" "organic substance transport" 0.654381086012138
-65 0.792698574561882 2 19 "GO:0045454" "cell redox homeostasis" 0.999795686998174
1 0.492515798394766 3 29 "GO:0046394;GO:0016053;GO:0044283" "small molecule biosynthetic process" 0.943586285741519
-192 0.980361072821659 3 14 "GO:0046395;GO:0016054;GO:0044282" "small molecule catabolic process" 0.999795686998174
11 0.465449917405079 3 8 "GO:0046434" "organophosphate catabolic process" 0.938187407956532
45 0.29093814234252 2 18 "GO:0046578" "regulation of Ras protein signal transduction" 0.813188277836515
191 0.0340839391441957 2 11 "GO:0048193" "Golgi vesicle transport" 0.542583045611743
242 0.0436139557220622 2 6 "GO:0048285" "organelle fission" 0.547373145230106
-12 0.554658893516761 2 17 "GO:0048518;GO:0048522" "positive regulation of biological process" 0.968128572301238
56 0.181420258919444 4 32 "GO:0048523;GO:0048519" "negative regulation of biological process" 0.813188277836515
29 0.426717651610589 2 5 "GO:0048856" "anatomical structure development" 0.929319687544948
58 0.32947155334232 2 7 "GO:0048869" "cellular developmental process" 0.839990713815643
67 0.253518216952409 4 12 "GO:0048878" "chemical homeostasis" 0.813188277836515
47 0.251503288727134 2 25 "GO:0051056;GO:1902531" "regulation of intracellular signal transduction" 0.813188277836515
95 0.25007447533434 3 6 "GO:0051129;GO:0043244" "regulation of protein complex disassembly" 0.813188277836515
8 0.463887107261577 4 16 "GO:0051130;GO:0044087" "regulation of cellular component biogenesis" 0.938187407956532
-210 0.998376908300242 3 24 "GO:0051258;GO:0043623" "cellular protein complex assembly" 0.999795686998174
-105 0.751735706157682 3 5 "GO:0051301" "cell division" 0.999795686998174
73 0.0365200126854058 2 78 "GO:0051649;GO:0046907" "establishment of localization in cell" 0.542583045611743
21 0.447143739246724 1 5 "GO:0051704" "multi-organism process" 0.938187407956532
91 0.133525372280262 2 18 "GO:0051726" "regulation of cell cycle" 0.813188277836515
66 0.285456161599674 7 9 "GO:0055065;GO:0055080;GO:0050801" "cation homeostasis" 0.813188277836515
11 0.469093703978266 2 6 "GO:0055076;GO:0055072" "transition metal ion homeostasis" 0.938187407956532
-13 0.538655542151336 4 7 "GO:0055082" "cellular chemical homeostasis" 0.968128572301238
-66 0.942075248422036 2 72 "GO:0055085" "transmembrane transport" 0.999795686998174
-26 0.648452773701418 2 26 "GO:0055114" "oxidation-reduction process" 0.999795686998174
109 0.203393344888596 3 7 "GO:0061024" "membrane organization" 0.813188277836515
157 0.156117378498108 2 5 "GO:0061025" "membrane fusion" 0.813188277836515
40 0.21116153323013 2 49 "GO:0065008" "regulation of biological quality" 0.813188277836515
263 0.0159667172307715 2 8 "GO:0065009" "regulation of molecular function" 0.461825785345083
99 0.195700367534291 3 9 "GO:0072594" "establishment of protein localization to organelle" 0.813188277836515
186 0.115104943953855 3 5 "GO:0090150" "establishment of protein localization to membrane" 0.813188277836515
27 0.256279061979585 3 77 "GO:1901135" "carbohydrate derivative metabolic process" 0.813188277836515
140 0.112883879484557 2 9 "GO:1901136" "carbohydrate derivative catabolic process" 0.813188277836515
48 0.295358982567893 3 15 "GO:1901565" "organonitrogen compound catabolic process" 0.813188277836515
-66 0.907487444988888 4 50 "GO:1901566" "organonitrogen compound biosynthetic process" 0.999795686998174
-81 0.988729784217799 3 104 "GO:1901575;GO:0009056" "catabolic process" 0.999795686998174
15 0.428916778866899 6 17 "GO:1901605" "alpha-amino acid metabolic process" 0.929319687544948
54 0.32059119298638 4 9 "GO:1901607" "alpha-amino acid biosynthetic process" 0.839990713815643
99 0.050552267351521 3 34 "GO:1902582" "single-organism intracellular transport" 0.547373145230106
-35 0.720927018118993 3 34 "GO:1902589" "single-organism organelle organization" 0.999795686998174
-230 0.999795686998174 2 29 "GO:1902600;GO:0015992;GO:0034220;GO:0006818" "proton transport" 0.999795686998174
