"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-57 0.677836574747435 2 8 "GO:0006650;GO:0046486" "glycerolipid metabolic process" 0.998215283552752
-74 0.739961950836551 3 9 "GO:0006730" "one-carbon metabolic process" 0.998215283552752
28 0.362091169425862 3 20 "GO:0006732;GO:0051186" "cofactor metabolic process" 0.998215283552752
151 0.164926018928648 5 5 "GO:0006733" "oxidoreduction coenzyme metabolic process" 0.831178476215751
-85 0.708441190450304 2 5 "GO:0006749" "glutathione metabolic process" 0.998215283552752
-124 0.891624510440741 2 12 "GO:0006790" "sulfur compound metabolic process" 0.998215283552752
-19 0.67781604400419 2 73 "GO:0006796;GO:0019637;GO:0006793" "phosphorus metabolic process" 0.998215283552752
-124 0.992733605071038 3 48 "GO:0006811;GO:0006812" "ion transport" 0.998215283552752
-65 0.677366470953928 3 6 "GO:0006869" "lipid transport" 0.998215283552752
-170 0.864109555622178 5 5 "GO:0006875;GO:0030003;GO:0006873" "cellular cation homeostasis" 0.998215283552752
131 0.00264188994857092 2 57 "GO:0006886" "intracellular protein transport" 0.0743394028036746
-31 0.579693844762772 3 5 "GO:0006887" "exocytosis" 0.998215283552752
430 0.00273542595775304 2 5 "GO:0006897" "endocytosis" 0.0743394028036746
76 0.312826375038062 2 5 "GO:0006901" "vesicle coating" 0.998215283552752
-114 0.851537752334873 2 10 "GO:0006913;GO:0051169" "nucleocytoplasmic transport" 0.998215283552752
70 0.121523850131593 2 34 "GO:0006950" "response to stress" 0.785917656239385
-100 0.741747739637759 2 5 "GO:0006955;GO:0002376" "immune response" 0.998215283552752
105 0.210564012255275 2 7 "GO:0006979" "response to oxidative stress" 0.85877087351171
-32 0.74714331773034 2 53 "GO:0006996" "organelle organization" 0.998215283552752
-45 0.636044894442218 3 7 "GO:0007005" "mitochondrion organization" 0.998215283552752
19 0.400516911484257 3 22 "GO:0007010" "cytoskeleton organization" 0.998215283552752
257 0.00285920780014133 5 14 "GO:0007015" "actin filament organization" 0.0743394028036746
-113 0.987347702967933 3 49 "GO:0007017" "microtubule-based process" 0.998215283552752
-89 0.894208037213524 2 24 "GO:0007018;GO:0006928" "cellular component movement" 0.998215283552752
-140 0.81812432678199 3 5 "GO:0007049" "cell cycle" 0.998215283552752
-96 0.750857363582437 3 6 "GO:0007050;GO:0045786" "cell cycle arrest" 0.998215283552752
-136 0.810487849724675 5 5 "GO:0007088;GO:0007346;GO:0051783" "regulation of mitotic cell cycle" 0.998215283552752
127 0.0174122840612662 2 34 "GO:0007155;GO:0022610" "cell adhesion" 0.278596544980259
92 0.178291594565806 4 12 "GO:0007156;GO:0098609" "homophilic cell adhesion" 0.842832992492901
161 0.00406743746377621 2 33 "GO:0007166" "cell surface receptor signaling pathway" 0.094002999162828
199 0.0997086248723933 5 5 "GO:0007167" "enzyme linked receptor protein signaling pathway" 0.740692641909207
230 0.0398264355762714 5 7 "GO:0007186" "G-protein coupled receptor signaling pathway" 0.450304770397527
147 0.130773945977574 3 7 "GO:0007229" "integrin-mediated signaling pathway" 0.785917656239385
199 0.000775732240895824 3 31 "GO:0007264" "small GTPase mediated signal transduction" 0.0537841020354438
20 0.440674364393938 2 7 "GO:0007275" "multicellular organismal development" 0.998215283552752
-49 0.64507282333223 3 7 "GO:0008299;GO:0006720" "isoprenoid biosynthetic process" 0.998215283552752
-2 0.514199518808388 2 30 "GO:0008610" "lipid biosynthetic process" 0.998215283552752
-75 0.780856021011686 5 13 "GO:0008652" "cellular amino acid biosynthetic process" 0.998215283552752
19 0.447444598888531 2 6 "GO:0008654" "phospholipid biosynthetic process" 0.998215283552752
-100 0.981120205830176 2 54 "GO:0009057" "macromolecule catabolic process" 0.998215283552752
-73 0.697913517800643 3 6 "GO:0009063" "cellular amino acid catabolic process" 0.998215283552752
-83 0.737074972500283 6 7 "GO:0009072" "aromatic amino acid family metabolic process" 0.998215283552752
-58 0.670860879208061 2 7 "GO:0009084;GO:0009064" "glutamine family amino acid metabolic process" 0.998215283552752
57 0.270728980892631 2 14 "GO:0009108;GO:0051188" "cofactor biosynthetic process" 0.987895282534874
304 0.0246671448458353 4 5 "GO:0009112" "nucleobase metabolic process" 0.329690766570238
18 0.355416899516027 2 54 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.998215283552752
-40 0.731626282333476 4 29 "GO:0009119;GO:0009116;GO:1901657;GO:0046128;GO:0042278" "nucleoside metabolic process" 0.998215283552752
-79 0.810000334249633 5 15 "GO:0009141;GO:0009199;GO:0009205;GO:0009144;GO:0046034" "nucleoside triphosphate metabolic process" 0.998215283552752
-64 0.800287455006524 5 21 "GO:0009167;GO:0009126;GO:0009161;GO:0009123;GO:0009168;GO:0009127;GO:0009156;GO:0009124" "nucleoside monophosphate metabolic process" 0.998215283552752
-90 0.805433591241241 4 11 "GO:0009201;GO:0009142;GO:0009206;GO:0009145;GO:0015986;GO:0006754;GO:0015985" "nucleoside triphosphate biosynthetic process" 0.998215283552752
1 0.494698883443748 6 33 "GO:0009259;GO:0019693;GO:1901137;GO:0006164;GO:0009150;GO:0006163;GO:0072522;GO:0072521" "purine-containing compound metabolic process" 0.998215283552752
-9 0.55094784524017 4 24 "GO:0009260;GO:0042455;GO:0046390;GO:0009163;GO:1901659;GO:0009152;GO:0046129;GO:0042451" "ribonucleoside biosynthetic process" 0.998215283552752
-38 0.60534348585324 4 6 "GO:0009311" "oligosaccharide metabolic process" 0.998215283552752
-172 0.866640048316722 2 5 "GO:0009451" "RNA modification" 0.998215283552752
2 0.492830067508737 2 8 "GO:0009605" "response to external stimulus" 0.998215283552752
-200 0.948495433050351 2 8 "GO:0009628" "response to abiotic stimulus" 0.998215283552752
-51 0.628643949073641 2 5 "GO:0009653" "anatomical structure morphogenesis" 0.998215283552752
-28 0.606461727007432 2 11 "GO:0009894" "regulation of catabolic process" 0.998215283552752
75 0.078876815298404 3 44 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of response to stimulus" 0.673259525461731
79 0.197784620671305 2 14 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of signal transduction" 0.857066689575655
14 0.36402225796043 2 75 "GO:0010468;GO:2000112;GO:0060255;GO:0010556;GO:0031326;GO:0019222;GO:0009889;GO:0031323;GO:0080090" "regulation of metabolic process" 0.998215283552752
162 0.14783276819607 3 5 "GO:0010506" "regulation of autophagy" 0.809189889073225
-61 0.678369426981353 2 7 "GO:0010564;GO:0051302" "regulation of cell cycle process" 0.998215283552752
-115 0.970893908707555 5 33 "GO:0015672" "monovalent inorganic cation transport" 0.998215283552752
-163 0.97683176916122 4 18 "GO:0015991;GO:0015988" "energy coupled proton transmembrane transport, against electrochemical gradient" 0.998215283552752
6 0.429489064921599 2 121 "GO:0016043" "cellular component organization" 0.998215283552752
93 0.239508031321987 3 7 "GO:0016050" "vesicle organization" 0.939956047452326
64 0.325615540035868 3 6 "GO:0016051" "carbohydrate biosynthetic process" 0.998215283552752
17 0.30038892584839 4 119 "GO:0016070;GO:0090304" "nucleic acid metabolic process" 0.998215283552752
204 6.05285584667478e-05 3 44 "GO:0016192" "vesicle-mediated transport" 0.00801480113243241
33 0.401629351219225 2 7 "GO:0016197" "endosomal transport" 0.998215283552752
87 0.126812024229536 2 21 "GO:0016482" "cytoplasmic transport" 0.785917656239385
-172 0.920370480430305 2 8 "GO:0016568" "chromatin modification" 0.998215283552752
-204 0.905854355404493 6 5 "GO:0016570;GO:0016569" "covalent chromatin modification" 0.998215283552752
-337 0.998215283552752 2 9 "GO:0018193" "peptidyl-amino acid modification" 0.998215283552752
37 0.388949941528083 2 7 "GO:0019220;GO:0051174;GO:0050790" "regulation of phosphate metabolic process" 0.998215283552752
165 0.037500464508565 2 14 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 0.450304770397527
-10 0.542923006186292 2 14 "GO:0019439;GO:1901361;GO:0044270;GO:0046700" "organic cyclic compound catabolic process" 0.998215283552752
-27 0.77199431180438 4 103 "GO:0019752;GO:0043436;GO:0006082" "carboxylic acid metabolic process" 0.998215283552752
4 0.485508726927208 3 13 "GO:0022402" "cell cycle process" 0.998215283552752
-112 0.868492696183294 2 12 "GO:0022904;GO:0022900" "electron transport chain" 0.998215283552752
-120 0.836788297092179 2 8 "GO:0030001" "metal ion transport" 0.998215283552752
-36 0.641808912127158 4 12 "GO:0030036;GO:0030029" "actin filament-based process" 0.998215283552752
-68 0.761552142859668 3 13 "GO:0030163" "protein catabolic process" 0.998215283552752
114 0.128662939332145 3 12 "GO:0030833;GO:0008064;GO:0032271;GO:0051493;GO:0030832;GO:0032535;GO:0032956;GO:0090066;GO:0032970;GO:0043254" "regulation of cytoskeleton organization" 0.785917656239385
-88 0.733642912073807 2 6 "GO:0031324;GO:0009892" "negative regulation of metabolic process" 0.998215283552752
74 0.287085672472193 2 7 "GO:0031329" "regulation of cellular catabolic process" 0.998215283552752
-14 0.574986863019696 2 22 "GO:0032268;GO:0051246" "regulation of protein metabolic process" 0.998215283552752
173 0.132245759463358 4 5 "GO:0032507;GO:0045185;GO:0051651;GO:0051235" "maintenance of protein location" 0.785917656239385
107 0.207410031417219 3 7 "GO:0032940;GO:0046903" "secretion by cell" 0.85877087351171
8 0.455436502828082 2 24 "GO:0033043;GO:0051128" "regulation of cellular component organization" 0.998215283552752
112 0.0921757485094694 2 17 "GO:0033554" "cellular response to stress" 0.710094655184061
-87 0.731303000738863 2 6 "GO:0034470" "ncRNA processing" 0.998215283552752
-69 0.919992815387265 2 51 "GO:0034622;GO:0065003;GO:0022607" "cellular component assembly" 0.998215283552752
11 0.366347794964673 3 126 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 0.998215283552752
-4 0.539570334041007 2 100 "GO:0034654;GO:0018130;GO:0019438;GO:0044271;GO:1901362" "organic cyclic compound biosynthetic process" 0.998215283552752
-57 0.698759540071502 3 10 "GO:0034655" "nucleobase-containing compound catabolic process" 0.998215283552752
18 0.430040008740954 2 11 "GO:0035023" "regulation of Rho protein signal transduction" 0.998215283552752
72 0.0413219341552248 2 73 "GO:0035556" "intracellular signal transduction" 0.450304770397527
210 0.0432985356151468 7 8 "GO:0038032;GO:0023021;GO:0045744;GO:0008277" "regulation of G-protein coupled receptor protein signaling pathway" 0.450304770397527
-3 0.508744630320717 1 6 "GO:0040011" "locomotion" 0.998215283552752
-255 0.95056964241444 3 5 "GO:0042176" "regulation of protein catabolic process" 0.998215283552752
54 0.352057485561979 2 6 "GO:0042221" "response to chemical" 0.998215283552752
-44 0.657596376798221 2 10 "GO:0042254;GO:0022613;GO:0044085" "ribonucleoprotein complex biogenesis" 0.998215283552752
-5 0.51293828121187 2 5 "GO:0042398" "cellular modified amino acid biosynthetic process" 0.998215283552752
-116 0.96968650591805 3 32 "GO:0042592;GO:0019725" "homeostatic process" 0.998215283552752
-240 0.939332962400184 2 5 "GO:0043161;GO:0010498" "proteasome-mediated ubiquitin-dependent protein catabolic process" 0.998215283552752
178 0.104016395986581 2 6 "GO:0043244;GO:0051129" "regulation of protein complex disassembly" 0.746048633283064
-209 0.977080663377519 5 11 "GO:0043648" "dicarboxylic acid metabolic process" 0.998215283552752
15 0.369826464343701 2 60 "GO:0043933;GO:0071822" "macromolecular complex subunit organization" 0.998215283552752
61 0.263107142902772 2 13 "GO:0044242;GO:0016042" "lipid catabolic process" 0.984117446398016
-80 0.967560404863191 2 67 "GO:0044248" "cellular catabolic process" 0.998215283552752
8 0.429048399914954 2 62 "GO:0044255;GO:0006629" "lipid metabolic process" 0.998215283552752
-60 0.698538271064807 2 9 "GO:0044262" "cellular carbohydrate metabolic process" 0.998215283552752
-78 0.693122959215509 3 5 "GO:0044272" "sulfur compound biosynthetic process" 0.998215283552752
27 0.377704650222473 2 16 "GO:0044707;GO:0032501" "multicellular organismal process" 0.998215283552752
1 0.48664554642866 2 90 "GO:0044711" "single-organism biosynthetic process" 0.998215283552752
-43 0.800800092578977 3 47 "GO:0044712" "single-organism catabolic process" 0.998215283552752
-62 0.905685149555092 2 56 "GO:0044723" "single-organism carbohydrate metabolic process" 0.998215283552752
-126 0.947463612932071 2 20 "GO:0044724;GO:0016052;GO:0006096" "single-organism carbohydrate catabolic process" 0.998215283552752
-37 0.679632544163725 2 19 "GO:0044767;GO:0032502" "developmental process" 0.998215283552752
-48 0.621757217983603 3 5 "GO:0044802" "single-organism membrane organization" 0.998215283552752
328 0.0101197077756742 3 6 "GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314" "positive regulation of actin filament polymerization" 0.175408268111686
-64 0.661475352461715 3 5 "GO:0045017" "glycerolipid biosynthetic process" 0.998215283552752
106 0.00265468665730269 2 89 "GO:0045184;GO:0015031;GO:0071702" "organic substance transport" 0.0743394028036746
-167 0.981765195292158 4 19 "GO:0045454" "cell redox homeostasis" 0.998215283552752
-50 0.777447632415511 3 29 "GO:0046394;GO:0016053;GO:0044283" "small molecule biosynthetic process" 0.998215283552752
-18 0.578511966665683 3 14 "GO:0046395;GO:0016054;GO:0044282" "small molecule catabolic process" 0.998215283552752
83 0.249095914963805 3 8 "GO:0046434" "organophosphate catabolic process" 0.959480561342064
-4 0.518235389541359 2 18 "GO:0046578" "regulation of Ras protein signal transduction" 0.998215283552752
268 0.00518258674114742 2 11 "GO:0048193" "Golgi vesicle transport" 0.0979980038326058
31 0.41347285507252 3 6 "GO:0048285" "organelle fission" 0.998215283552752
118 0.0809206160410734 3 17 "GO:0048518;GO:0048522" "positive regulation of biological process" 0.673259525461731
37 0.275470799937609 2 32 "GO:0048523;GO:0048519" "negative regulation of biological process" 0.987895282534874
137 0.188459347332628 2 5 "GO:0048856" "anatomical structure development" 0.857066689575655
-20 0.562354785436885 3 7 "GO:0048869" "cellular developmental process" 0.998215283552752
-57 0.715924623443642 4 12 "GO:0048878" "chemical homeostasis" 0.998215283552752
14 0.419544033350902 6 25 "GO:0051056;GO:1902531" "regulation of intracellular signal transduction" 0.998215283552752
123 0.0783572811607394 4 16 "GO:0051130;GO:0044087" "regulation of cellular component biogenesis" 0.673259525461731
-156 0.985827619088817 2 24 "GO:0051258;GO:0043623" "cellular protein complex assembly" 0.998215283552752
-148 0.830526307495367 3 5 "GO:0051301" "cell division" 0.998215283552752
114 0.00238256274654923 2 78 "GO:0051649;GO:0046907" "establishment of localization in cell" 0.0743394028036746
146 0.17310277037739 1 5 "GO:0051704" "multi-organism process" 0.83733433112784
-70 0.803160756200163 4 18 "GO:0051726" "regulation of cell cycle" 0.998215283552752
-15 0.552024061361706 4 9 "GO:0055065;GO:0055080;GO:0050801" "cation homeostasis" 0.998215283552752
-19 0.553492478890078 2 6 "GO:0055076;GO:0055072" "transition metal ion homeostasis" 0.998215283552752
-283 0.984651282812392 3 7 "GO:0055082" "cellular chemical homeostasis" 0.998215283552752
-80 0.972243675719381 3 72 "GO:0055085" "transmembrane transport" 0.998215283552752
-34 0.690759629171407 2 26 "GO:0055114" "oxidation-reduction process" 0.998215283552752
-28 0.586014488619221 2 7 "GO:0061024" "membrane organization" 0.998215283552752
-33 0.584253719574979 4 5 "GO:0061025" "membrane fusion" 0.998215283552752
14 0.39119286357699 2 49 "GO:0065008" "regulation of biological quality" 0.998215283552752
88 0.236249363525218 2 8 "GO:0065009" "regulation of molecular function" 0.939956047452326
33 0.387526560095463 2 9 "GO:0072594" "establishment of protein localization to organelle" 0.998215283552752
211 0.0865421107768026 2 5 "GO:0090150" "establishment of protein localization to membrane" 0.692336886214421
80 0.0253608281977106 2 77 "GO:1901135" "carbohydrate derivative metabolic process" 0.329690766570238
119 0.152019895909884 2 9 "GO:1901136" "carbohydrate derivative catabolic process" 0.810772778186048
22 0.351600905071722 4 37 "GO:1901293;GO:0090407;GO:0009165" "organophosphate biosynthetic process" 0.998215283552752
56 0.264954697107158 2 15 "GO:1901565" "organonitrogen compound catabolic process" 0.984117446398016
41 0.204313989662413 3 50 "GO:1901566" "organonitrogen compound biosynthetic process" 0.85877087351171
-72 0.978502409168395 3 104 "GO:1901575;GO:0009056" "catabolic process" 0.998215283552752
-16 0.57627271968697 6 17 "GO:1901605" "alpha-amino acid metabolic process" 0.998215283552752
6 0.478368728077928 2 9 "GO:1901607" "alpha-amino acid biosynthetic process" 0.998215283552752
154 0.00508050466334042 3 34 "GO:1902582" "single-organism intracellular transport" 0.0979980038326058
-58 0.832450583442706 3 34 "GO:1902589" "single-organism organelle organization" 0.998215283552752
-156 0.992023702188483 3 29 "GO:1902600;GO:0015992;GO:0034220;GO:0006818" "hydrogen transport" 0.998215283552752
