"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-18 0.609553449324425 3 29 "GO:0006631;GO:0032787" "monocarboxylic acid metabolic process" 0.996482432890679
-46 0.688600789478732 5 14 "GO:0006633;GO:0072330" "fatty acid biosynthetic process" 0.996482432890679
28 0.405712308469491 5 9 "GO:0006635;GO:0009062;GO:0019395;GO:0072329;GO:0034440;GO:0030258" "lipid modification" 0.996482432890679
-11 0.534734982144757 2 7 "GO:0006643;GO:0006665" "membrane lipid metabolic process" 0.996482432890679
4 0.482465985529905 2 13 "GO:0006644" "phospholipid metabolic process" 0.996482432890679
-61 0.691194744965933 2 8 "GO:0006650;GO:0046486" "glycerolipid metabolic process" 0.996482432890679
-119 0.847663364909987 3 9 "GO:0006730" "one-carbon metabolic process" 0.996482432890679
18 0.407548464303933 2 20 "GO:0006732;GO:0051186" "cofactor metabolic process" 0.996482432890679
152 0.162725098087863 3 5 "GO:0006733" "oxidoreduction coenzyme metabolic process" 0.835945879892002
-80 0.69774012136808 7 5 "GO:0006749" "glutathione metabolic process" 0.996482432890679
-116 0.876869731396218 2 12 "GO:0006790" "sulfur compound metabolic process" 0.996482432890679
-30 0.767003527021791 2 73 "GO:0006796;GO:0019637;GO:0006793" "phosphorus metabolic process" 0.996482432890679
-113 0.986852624647695 2 48 "GO:0006811;GO:0006812" "ion transport" 0.996482432890679
-74 0.699000075327057 2 6 "GO:0006869" "lipid transport" 0.996482432890679
-183 0.880816036407528 5 5 "GO:0006875;GO:0030003;GO:0006873" "cellular ion homeostasis" 0.996482432890679
133 0.00234312326060002 2 57 "GO:0006886" "intracellular protein transport" 0.081228273034134
-64 0.659686271430622 2 5 "GO:0006887" "exocytosis" 0.996482432890679
450 0.00184633316869119 4 5 "GO:0006897" "endocytosis" 0.081228273034134
59 0.352752198388218 4 5 "GO:0006901" "vesicle coating" 0.996482432890679
-122 0.866533819318454 3 10 "GO:0006913;GO:0051169" "nuclear transport" 0.996482432890679
81 0.09035946255605 2 34 "GO:0006950" "response to stress" 0.696329789292365
-108 0.756634851539895 2 5 "GO:0006955;GO:0002376" "immune response" 0.996482432890679
18 0.444836822427951 2 7 "GO:0006979" "response to oxidative stress" 0.996482432890679
-37 0.775481161581 2 53 "GO:0006996" "organelle organization" 0.996482432890679
-69 0.70048966979159 2 7 "GO:0007005" "mitochondrion organization" 0.996482432890679
26 0.364281451408942 2 22 "GO:0007010" "cytoskeleton organization" 0.996482432890679
247 0.00388805220233832 5 14 "GO:0007015" "actin filament organization" 0.101089357260796
-41 0.791027943795807 3 49 "GO:0007017" "microtubule-based process" 0.996482432890679
-3 0.5177227455466 2 24 "GO:0007018;GO:0006928" "cellular component movement" 0.996482432890679
-177 0.873164960274174 3 5 "GO:0007049" "cell cycle" 0.996482432890679
-108 0.776576852166017 5 6 "GO:0007050;GO:0045786" "cell cycle arrest" 0.996482432890679
-128 0.794991103013207 5 5 "GO:0007088;GO:0007346;GO:0051783" "regulation of mitotic cell cycle" 0.996482432890679
86 0.0768442301233974 2 34 "GO:0007155;GO:0022610" "cell adhesion" 0.696329789292365
42 0.336299812589759 4 12 "GO:0007156;GO:0098609" "homophilic cell adhesion" 0.996482432890679
155 0.00566099917518317 3 33 "GO:0007166" "cell surface receptor signaling pathway" 0.11774878284381
205 0.092921615072065 4 5 "GO:0007167" "enzyme linked receptor protein signaling pathway" 0.696329789292365
227 0.0413407054901238 4 7 "GO:0007186" "G-protein coupled receptor signaling pathway" 0.477714818996986
140 0.143612395438898 5 7 "GO:0007229" "integrin-mediated signaling pathway" 0.802544179972244
179 0.00217668713194413 5 31 "GO:0007264" "small GTPase mediated signal transduction" 0.081228273034134
1 0.498468853460207 2 7 "GO:0007275" "multicellular organismal development" 0.996482432890679
-79 0.728060003743774 4 7 "GO:0008299;GO:0006720" "isoprenoid biosynthetic process" 0.996482432890679
-8 0.550544390129063 2 30 "GO:0008610" "lipid biosynthetic process" 0.996482432890679
-102 0.856071309798563 2 13 "GO:0008652" "cellular amino acid biosynthetic process" 0.996482432890679
38 0.394742628961673 4 6 "GO:0008654" "phospholipid biosynthetic process" 0.996482432890679
-105 0.985312073744352 2 54 "GO:0009057" "macromolecule catabolic process" 0.996482432890679
-114 0.789784304147163 5 6 "GO:0009063" "cellular amino acid catabolic process" 0.996482432890679
-117 0.813821377286507 3 7 "GO:0009072" "aromatic amino acid family metabolic process" 0.996482432890679
-95 0.765556166141096 2 7 "GO:0009084;GO:0009064" "glutamine family amino acid metabolic process" 0.996482432890679
60 0.260442411150705 2 14 "GO:0009108;GO:0051188" "cofactor biosynthetic process" 0.996482432890679
304 0.0247999684209177 2 5 "GO:0009112" "nucleobase metabolic process" 0.343892895436725
7 0.443061062093863 5 54 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.996482432890679
-50 0.779438219562154 4 29 "GO:0009119;GO:0009116;GO:1901657;GO:0046128;GO:0042278" "nucleoside metabolic process" 0.996482432890679
-83 0.862703351426887 4 21 "GO:0009167;GO:0009126;GO:0009161;GO:0009123;GO:0009168;GO:0009127;GO:0009156;GO:0009124" "ribonucleoside monophosphate metabolic process" 0.996482432890679
-105 0.878983854574673 3 15 "GO:0009199;GO:0009141;GO:0009205;GO:0009144;GO:0046034" "purine nucleoside triphosphate metabolic process" 0.996482432890679
-137 0.904378924272221 3 11 "GO:0009201;GO:0009142;GO:0009206;GO:0009145;GO:0015986;GO:0006754;GO:0015985" "purine nucleoside triphosphate biosynthetic process" 0.996482432890679
-13 0.58481238524025 2 33 "GO:0009259;GO:0019693;GO:1901137;GO:0006164;GO:0009150;GO:0006163;GO:0072522;GO:0072521" "purine-containing compound metabolic process" 0.996482432890679
-28 0.652983962106337 4 24 "GO:0009260;GO:0042455;GO:0009163;GO:1901659;GO:0046390;GO:0009152;GO:0046129;GO:0042451" "purine ribonucleotide biosynthetic process" 0.996482432890679
-100 0.759606679912638 4 6 "GO:0009311" "oligosaccharide metabolic process" 0.996482432890679
-153 0.838864434204393 2 5 "GO:0009451" "RNA modification" 0.996482432890679
-17 0.554888517582562 2 8 "GO:0009605" "response to external stimulus" 0.996482432890679
-184 0.933693390123147 2 8 "GO:0009628" "response to abiotic stimulus" 0.996482432890679
-55 0.638542418441783 2 5 "GO:0009653" "anatomical structure morphogenesis" 0.996482432890679
-35 0.630587466568299 4 11 "GO:0009894" "regulation of catabolic process" 0.996482432890679
71 0.0899904423906763 3 44 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of response to stimulus" 0.696329789292365
98 0.14661864826416 3 14 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of signal transduction" 0.802544179972244
12 0.383409448237236 2 75 "GO:0010468;GO:2000112;GO:0060255;GO:0010556;GO:0031326;GO:0019222;GO:0009889;GO:0031323;GO:0080090" "regulation of metabolic process" 0.996482432890679
136 0.190239320137778 2 5 "GO:0010506" "regulation of autophagy" 0.899995167503586
-54 0.659744239809712 2 7 "GO:0010564;GO:0051302" "regulation of cell cycle process" 0.996482432890679
-95 0.940897593001315 5 33 "GO:0015672" "monovalent inorganic cation transport" 0.996482432890679
-132 0.94585294408308 3 18 "GO:0015991;GO:0015988" "ATP hydrolysis coupled proton transport" 0.996482432890679
17 0.299624014850978 2 121 "GO:0016043" "cellular component organization" 0.996482432890679
80 0.270123648348636 2 7 "GO:0016050" "vesicle organization" 0.996482432890679
50 0.362335524879817 3 6 "GO:0016051" "carbohydrate biosynthetic process" 0.996482432890679
18 0.293922213023132 2 119 "GO:0016070;GO:0090304" "nucleic acid metabolic process" 0.996482432890679
214 2.7941720550774e-05 2 44 "GO:0016192" "vesicle-mediated transport" 0.00581187787456099
66 0.306788414025286 2 7 "GO:0016197" "endosomal transport" 0.996482432890679
84 0.133830000736638 3 21 "GO:0016482" "cytoplasmic transport" 0.773240004256131
-190 0.939065499797122 5 8 "GO:0016568" "chromatin modification" 0.996482432890679
-217 0.918968627921751 2 5 "GO:0016570;GO:0016569" "histone modification" 0.996482432890679
-277 0.99169165196332 4 9 "GO:0018193" "peptidyl-amino acid modification" 0.996482432890679
26 0.421978003814188 6 7 "GO:0019220;GO:0051174;GO:0050790" "regulation of phosphate metabolic process" 0.996482432890679
203 0.0146482831094527 2 14 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 0.234372529751243
-35 0.648856107695023 4 14 "GO:0019439;GO:1901361;GO:0044270;GO:0046700" "organic cyclic compound catabolic process" 0.996482432890679
-39 0.865246555317223 3 103 "GO:0019752;GO:0043436;GO:0006082" "oxoacid metabolic process" 0.996482432890679
-10 0.540640778924268 3 13 "GO:0022402" "cell cycle process" 0.996482432890679
-103 0.847166023084399 3 12 "GO:0022904;GO:0022900" "electron transport chain" 0.996482432890679
-104 0.802106459242735 2 8 "GO:0030001" "metal ion transport" 0.996482432890679
-17 0.56582705364298 3 12 "GO:0030036;GO:0030029" "actin filament-based process" 0.996482432890679
-105 0.860953833080503 2 13 "GO:0030163" "protein catabolic process" 0.996482432890679
127 0.102894312164513 3 12 "GO:0030833;GO:0008064;GO:0032271;GO:0051493;GO:0030832;GO:0043254;GO:0032535;GO:0032956;GO:0090066;GO:0032970" "regulation of cytoskeleton organization" 0.713400564340623
-114 0.789784304147163 5 6 "GO:0031324;GO:0009892" "negative regulation of metabolic process" 0.996482432890679
43 0.372539255321227 2 7 "GO:0031329" "regulation of cellular catabolic process" 0.996482432890679
-12 0.563428901392914 5 22 "GO:0032268;GO:0051246" "regulation of protein metabolic process" 0.996482432890679
132 0.19700074258142 3 5 "GO:0032507;GO:0045185;GO:0051651;GO:0051235" "maintenance of location" 0.899995167503586
89 0.249855657565507 3 7 "GO:0032940;GO:0046903" "secretion" 0.996482432890679
11 0.437787846777402 2 24 "GO:0033043;GO:0051128" "regulation of cellular component organization" 0.996482432890679
115 0.0874874142139268 3 17 "GO:0033554" "cellular response to stress" 0.696329789292365
-99 0.757390846265336 2 6 "GO:0034470" "ncRNA processing" 0.996482432890679
-32 0.743275155836236 3 51 "GO:0034622;GO:0065003;GO:0022607" "cellular component assembly" 0.996482432890679
40 0.110414751286475 2 127 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 0.731249264945953
-9 0.597556828203546 2 100 "GO:0034654;GO:0018130;GO:0019438;GO:0044271;GO:1901362" "organic cyclic compound biosynthetic process" 0.996482432890679
-85 0.779972935769576 2 10 "GO:0034655" "nucleobase-containing compound catabolic process" 0.996482432890679
-13 0.550378154946413 2 11 "GO:0035023" "regulation of Rho protein signal transduction" 0.996482432890679
74 0.0384622906713367 3 73 "GO:0035556" "intracellular signal transduction" 0.470784980869296
217 0.0384776186287405 2 8 "GO:0038032;GO:0023021;GO:0045744;GO:0008277" "regulation of G-protein coupled receptor protein signaling pathway" 0.470784980869296
78 0.291585949740146 1 6 "GO:0040011" "locomotion" 0.996482432890679
-233 0.933603169426515 2 5 "GO:0042176" "regulation of protein catabolic process" 0.996482432890679
52 0.35658045187151 2 6 "GO:0042221" "response to chemical" 0.996482432890679
-50 0.674848022249529 2 10 "GO:0042254;GO:0022613;GO:0044085" "ribonucleoprotein complex biogenesis" 0.996482432890679
-7 0.517837068112476 5 5 "GO:0042398" "cellular modified amino acid biosynthetic process" 0.996482432890679
-104 0.95374557186734 3 32 "GO:0042592;GO:0019725" "homeostatic process" 0.996482432890679
-267 0.957606712990229 4 5 "GO:0043161;GO:0010498" "proteasome-mediated ubiquitin-dependent protein catabolic process" 0.996482432890679
163 0.124300883024796 2 6 "GO:0043244;GO:0051129" "regulation of protein complex disassembly" 0.751946099796992
-224 0.983724971021649 2 11 "GO:0043648" "dicarboxylic acid metabolic process" 0.996482432890679
45 0.164777793632558 2 60 "GO:0043933;GO:0071822" "macromolecular complex subunit organization" 0.835945879892002
106 0.112499886914762 3 16 "GO:0044087;GO:0051130" "regulation of cellular component biogenesis" 0.731249264945953
75 0.219932877642222 2 13 "GO:0044242;GO:0016042" "lipid catabolic process" 0.947895252595882
-85 0.975255422376767 2 67 "GO:0044248" "cellular catabolic process" 0.996482432890679
-7 0.562432271982542 3 62 "GO:0044255;GO:0006629" "lipid metabolic process" 0.996482432890679
-74 0.740257927721853 2 9 "GO:0044262" "cellular carbohydrate metabolic process" 0.996482432890679
-49 0.62387480764695 2 5 "GO:0044272" "sulfur compound biosynthetic process" 0.996482432890679
-7 0.533508709675194 2 16 "GO:0044707;GO:0032501" "multicellular organismal process" 0.996482432890679
-6 0.566042639431891 2 90 "GO:0044711" "single-organism biosynthetic process" 0.996482432890679
-23 0.669315877321536 3 47 "GO:0044712" "single-organism catabolic process" 0.996482432890679
-47 0.841233734156118 2 56 "GO:0044723" "single-organism carbohydrate metabolic process" 0.996482432890679
-66 0.802056888366905 2 20 "GO:0044724;GO:0016052;GO:0006096" "single-organism carbohydrate catabolic process" 0.996482432890679
-16 0.577830110857458 2 19 "GO:0044767;GO:0032502" "developmental process" 0.996482432890679
-84 0.705831353506054 3 5 "GO:0044802" "single-organism membrane organization" 0.996482432890679
315 0.0130729948079203 6 6 "GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314" "positive regulation of actin filament polymerization" 0.226598576670619
-55 0.63805662704405 2 5 "GO:0045017" "glycerolipid biosynthetic process" 0.996482432890679
109 0.00211425150404299 2 89 "GO:0045184;GO:0015031;GO:0071702" "organic substance transport" 0.081228273034134
-147 0.966822211611783 4 19 "GO:0045454" "cell redox homeostasis" 0.996482432890679
-62 0.830259289487874 2 29 "GO:0046394;GO:0016053;GO:0044283" "small molecule biosynthetic process" 0.996482432890679
-56 0.727553571830516 3 14 "GO:0046395;GO:0016054;GO:0044282" "small molecule catabolic process" 0.996482432890679
44 0.360311612098808 3 8 "GO:0046434" "organophosphate catabolic process" 0.996482432890679
-21 0.602317343141951 2 18 "GO:0046578" "regulation of Ras protein signal transduction" 0.996482432890679
273 0.00455190432273609 2 11 "GO:0048193" "Golgi vesicle transport" 0.105199566569901
12 0.465798453532879 2 6 "GO:0048285" "organelle fission" 0.996482432890679
99 0.121032970131354 3 17 "GO:0048518;GO:0048522" "positive regulation of biological process" 0.751946099796992
33 0.297153157766769 2 32 "GO:0048523;GO:0048519" "negative regulation of biological process" 0.996482432890679
201 0.0970844417763393 2 5 "GO:0048856" "anatomical structure development" 0.696329789292365
24 0.428424317813006 2 7 "GO:0048869" "cellular developmental process" 0.996482432890679
-62 0.732034211098717 2 12 "GO:0048878" "chemical homeostasis" 0.996482432890679
5 0.474242797792549 4 25 "GO:0051056;GO:1902531" "regulation of intracellular signal transduction" 0.996482432890679
-81 0.871777513907803 2 24 "GO:0051258;GO:0043623" "cellular protein complex assembly" 0.996482432890679
-148 0.829832193318157 3 5 "GO:0051301" "cell division" 0.996482432890679
117 0.00189215565332121 2 78 "GO:0051649;GO:0046907" "establishment of localization in cell" 0.081228273034134
128 0.205008896986793 1 5 "GO:0051704" "multi-organism process" 0.90727341645219
-67 0.794271351247002 4 18 "GO:0051726" "regulation of cell cycle" 0.996482432890679
-40 0.63679224914994 5 9 "GO:0055065;GO:0055080;GO:0050801" "ion homeostasis" 0.996482432890679
-45 0.625164260323965 2 6 "GO:0055076;GO:0055072" "transition metal ion homeostasis" 0.996482432890679
-268 0.97949722930454 2 7 "GO:0055082" "cellular chemical homeostasis" 0.996482432890679
-78 0.968088198658766 3 72 "GO:0055085" "transmembrane transport" 0.996482432890679
-47 0.753193170570135 3 26 "GO:0055114" "oxidation-reduction process" 0.996482432890679
-59 0.672906190175464 2 7 "GO:0061024" "membrane organization" 0.996482432890679
-31 0.579881457603108 3 5 "GO:0061025" "membrane fusion" 0.996482432890679
15 0.383607442639415 2 49 "GO:0065008" "regulation of biological quality" 0.996482432890679
104 0.199037392813293 2 8 "GO:0065009" "regulation of molecular function" 0.899995167503586
29 0.402712687739463 3 9 "GO:0072594" "establishment of protein localization to organelle" 0.996482432890679
220 0.0783413268699175 3 5 "GO:0090150" "establishment of protein localization to membrane" 0.696329789292365
35 0.191802893361651 2 77 "GO:1901135" "carbohydrate derivative metabolic process" 0.899995167503586
71 0.271164060920349 4 9 "GO:1901136" "carbohydrate derivative catabolic process" 0.996482432890679
13 0.413292506092461 4 37 "GO:1901293;GO:0090407;GO:0009165" "organophosphate biosynthetic process" 0.996482432890679
21 0.408607597823826 2 15 "GO:1901565" "organonitrogen compound catabolic process" 0.996482432890679
19 0.348683693487052 2 50 "GO:1901566" "organonitrogen compound biosynthetic process" 0.996482432890679
-63 0.962417877808116 3 104 "GO:1901575;GO:0009056" "catabolic process" 0.996482432890679
-53 0.735179509213763 2 17 "GO:1901605" "alpha-amino acid metabolic process" 0.996482432890679
-33 0.612567040148272 5 9 "GO:1901607" "alpha-amino acid biosynthetic process" 0.996482432890679
164 0.00320377792186342 3 34 "GO:1902582" "single-organism intracellular transport" 0.0951979725353702
-59 0.834759111410798 2 34 "GO:1902589" "single-organism organelle organization" 0.996482432890679
-133 0.979890750076719 3 29 "GO:1902600;GO:0015992;GO:0034220;GO:0006818" "proton transport" 0.996482432890679
