name	term	lev	seq	value
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU001450-RA	0.939012360314613
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU001485-RA	3.1031643655315
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU001586-RA	0.713764453502699
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU002596-RA	0.449576580426356
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU002959-RA	0.969400580732199
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU003289-RA	2.0269047104924
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU004260-RA	3.63517416730382
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU004328-RA	1.5370334736772
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU004356-RA	1.43178928694668
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU004406-RA	1.9987998837024
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU005196-RA	0.913569401732279
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU005292-RA	1.47983635582045
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU005616-RA	0.590859996396089
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU005781-RA	0.642180629517174
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU005975-RA	0.0312595118075088
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006151-RA	9.26874068346329
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006251-RA	2.26025026610487
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006608-RA	2.61955091749555
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006640-RA	0.114231243609649
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006693-RA	0.614955672071565
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006718-RA	0.894791743851925
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006769-RA	0.567465828445356
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU007466-RA	0.418225623052091
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU007550-RA	0.0701217725069287
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU007645-RA	0.947660551060732
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU008168-RA	1.95562913977538
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU008826-RA	0.557379072576859
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU008961-RA	3.63612770493816
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU008964-RA	0.0557834658113151
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU009238-RA	0.535022291096261
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU009887-RA	0.394640935604441
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU009967-RA	1.0428309714426
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU010543-RA	0.275881729116994
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU011343-RA	4.31361784055107
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU011697-RA	0.235375640060717
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU011753-RA	0.51697038100453
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU012103-RA	1.835947088183
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU012106-RA	0.115647070443573
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU012117-RA	5.31424513299757
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU012243-RA	0.432523698316937
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU012479-RA	1.27001700106205
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU012768-RA	0.47302336541598
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU013085-RA	0.403441079175127
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU013086-RA	3.28559126812635
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU013379-RA	0.284654765437796
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU014025-RA	0.437254166076573
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU014356-RA	0.420108558207654
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU014410-RA	1.90136346848918
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU014674-RA	2.67685160421496
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU014840-RA	2.47285062668201
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU015045-RA	5.23019364191434
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU015330-RA	1.00573976178178
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU015362-RA	2.21992194044288
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU015979-RA	0.138548903375884
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU016007-RA	6.87291065425471
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU016454-RA	1.02462406251291
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU017259-RA	0.876155381955192
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU017312-RA	2.62758327772118
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU000433-RA	0.415795440844988
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU000929-RA	0.248415245258879
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006216-RA	0.105433778908041
"phosphorus metabolic process"	GO:0006796;GO:0019637;GO:0006793	2	OTAU006406-RA	0.675571567794955
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU000492-RA	1.41959919297082
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU000692-RA	7.76156126588767
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU000836-RA	0.395159929690153
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU001241-RA	1.56615602360024
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU001289-RA	2.33744756593852
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU001566-RA	5.96331853020214
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU001696-RA	0.250264938100649
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU001786-RA	0.125970052309058
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU002835-RA	0.953860575725702
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU003443-RA	2.07154902096811
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU004734-RA	0.0516940949277781
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU005611-RA	1.8982983573718
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU005781-RA	0.642180629517174
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU006899-RA	0.532543751054759
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU007573-RA	1.25525028802246
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU007574-RA	0.588659351756459
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU008033-RA	0.176119720770543
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU008055-RA	0.133996999028563
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU008107-RA	2.38186800149272
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU008188-RA	0.668586739618635
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU009909-RA	3.2204668702745
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU010737-RA	4.17676906263082
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU011440-RA	2.6384466672068
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU012595-RA	6.16345767951875
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU012800-RA	0.163990371028664
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU012947-RA	2.41671676907572
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU013232-RA	4.95309612908335
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU014437-RA	0.0494202618662024
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU014439-RA	0.831279653063198
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU014440-RA	0.996529272617807
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU015755-RA	0.314081911060664
"negative regulation of biological process"	GO:0048523;GO:0048519	2	OTAU015004-RA	2.60878952888508
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU002039-RA	0.768680113368492
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU005471-RA	0.0938617401272503
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU007710-RA	0.107437325206954
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU009912-RA	0.364866892889864
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU010419-RA	3.0194052160809
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU012187-RA	0.583060437765592
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU013372-RA	0.536569600445042
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU013849-RA	0.376430200097363
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU016789-RA	1.33574878772841
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU017018-RA	1.17080351482272
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU006006-RA	0.468667608625557
"chromosome organization"	GO:0006325;GO:0051276	4	OTAU010044-RA	1.55677144111534
"locomotion"	GO:0040011	1	OTAU002158-RA	0.619522492503819
"locomotion"	GO:0040011	1	OTAU005781-RA	0.642180629517174
"locomotion"	GO:0040011	1	OTAU006651-RA	2.5056826683163
"locomotion"	GO:0040011	1	OTAU008107-RA	2.38186800149272
"locomotion"	GO:0040011	1	OTAU009800-RA	0.248281840237053
"locomotion"	GO:0040011	1	OTAU016814-RA	0.988578240602327
"lipid biosynthetic process"	GO:0008610	2	OTAU000429-RA	0.000169389765334146
"lipid biosynthetic process"	GO:0008610	2	OTAU000860-RA	0.197030668998122
"lipid biosynthetic process"	GO:0008610	2	OTAU000977-RA	2.45715618539355
"lipid biosynthetic process"	GO:0008610	2	OTAU001004-RA	0.115022234622623
"lipid biosynthetic process"	GO:0008610	2	OTAU001035-RA	6.28109440657121
"lipid biosynthetic process"	GO:0008610	2	OTAU002596-RA	0.449576580426356
"lipid biosynthetic process"	GO:0008610	2	OTAU002607-RA	1.40306576827838
"lipid biosynthetic process"	GO:0008610	2	OTAU003000-RA	4.08481431067892
"lipid biosynthetic process"	GO:0008610	2	OTAU003221-RA	3.43358160534928
"lipid biosynthetic process"	GO:0008610	2	OTAU003760-RA	2.95864348305992
"lipid biosynthetic process"	GO:0008610	2	OTAU003761-RA	0.11221114401812
"lipid biosynthetic process"	GO:0008610	2	OTAU003763-RA	0.299978471828938
"lipid biosynthetic process"	GO:0008610	2	OTAU003980-RA	5.50272628255192
"lipid biosynthetic process"	GO:0008610	2	OTAU003981-RA	0.338096228029237
"lipid biosynthetic process"	GO:0008610	2	OTAU004356-RA	1.43178928694668
"lipid biosynthetic process"	GO:0008610	2	OTAU004885-RA	0.0526784479118944
"lipid biosynthetic process"	GO:0008610	2	OTAU004887-RA	1.10984390410469
"lipid biosynthetic process"	GO:0008610	2	OTAU005982-RA	0.973140830633376
"lipid biosynthetic process"	GO:0008610	2	OTAU007556-RA	0.0616261340757908
"lipid biosynthetic process"	GO:0008610	2	OTAU009967-RA	1.0428309714426
"lipid biosynthetic process"	GO:0008610	2	OTAU010543-RA	0.275881729116994
"lipid biosynthetic process"	GO:0008610	2	OTAU010911-RA	1.90028224257069
"lipid biosynthetic process"	GO:0008610	2	OTAU012117-RA	5.31424513299757
"lipid biosynthetic process"	GO:0008610	2	OTAU012422-RA	2.6145520341448
"lipid biosynthetic process"	GO:0008610	2	OTAU012986-RA	1.47935054821291
"lipid biosynthetic process"	GO:0008610	2	OTAU014275-RA	2.96637467277552
"lipid biosynthetic process"	GO:0008610	2	OTAU015122-RA	0.236763572079684
"lipid biosynthetic process"	GO:0008610	2	OTAU015951-RA	0.186661214032754
"lipid biosynthetic process"	GO:0008610	2	OTAU015952-RA	0.301763054944288
"lipid biosynthetic process"	GO:0008610	2	OTAU016007-RA	6.87291065425471
"positive regulation of actin filament polymerization"	GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314	3	OTAU001241-RA	1.56615602360024
"positive regulation of actin filament polymerization"	GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314	3	OTAU001612-RA	2.63833873104382
"positive regulation of actin filament polymerization"	GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314	3	OTAU002625-RA	1.04804231233654
"positive regulation of actin filament polymerization"	GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314	3	OTAU007168-RA	6.66508546926146
"positive regulation of actin filament polymerization"	GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314	3	OTAU013210-RA	4.14632834607697
"positive regulation of actin filament polymerization"	GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:0031334;GO:0010638;GO:0034314	3	OTAU014259-RA	2.07867889446944
"integrin-mediated signaling pathway"	GO:0007229	3	OTAU002045-RA	1.66065469586839
"integrin-mediated signaling pathway"	GO:0007229	3	OTAU003227-RA	2.17373280404884
"integrin-mediated signaling pathway"	GO:0007229	3	OTAU003539-RA	4.32024948078634
"integrin-mediated signaling pathway"	GO:0007229	3	OTAU004941-RA	0.178436920208837
"integrin-mediated signaling pathway"	GO:0007229	3	OTAU009182-RA	9.51903333064954
"integrin-mediated signaling pathway"	GO:0007229	3	OTAU010724-RA	0.299588272661132
"integrin-mediated signaling pathway"	GO:0007229	3	OTAU013847-RA	1.55986723095501
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU000382-RA	0.127982573650114
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU000718-RA	2.05726419293585
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU000920-RA	0.293101696105743
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU001172-RA	3.77545025054146
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU001173-RA	3.13233597008476
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU001186-RA	0.0547797443966894
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU001241-RA	1.56615602360024
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU001488-RA	0.028654991766198
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU001612-RA	2.63833873104382
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU001988-RA	0.942758133813895
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU001999-RA	0.647399377679112
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU002236-RA	0.364022801320546
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU002625-RA	1.04804231233654
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU003516-RA	0.871163633162348
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU003913-RA	0.202214828268449
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU004009-RA	1.66001667767453
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU004082-RA	3.5721125142669
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU004306-RA	0.871415093334186
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU005121-RA	1.62533929123561
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU005149-RA	1.21249831255627
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU005210-RA	0.0474413088901357
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU006614-RA	7.01592818028178
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU006877-RA	3.84926643953374
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU007168-RA	6.66508546926146
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU007261-RA	0.294383854380427
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU007364-RA	0.865935068726135
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU007707-RA	2.9179294925527
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU008016-RA	1.76986569223189
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU008086-RA	0.832889576789478
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU008190-RA	2.13665465998543
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU008213-RA	2.45902641921407
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU008349-RA	0.901670013386738
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU008765-RA	3.87704478960416
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU008783-RA	0.73739907841858
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU008950-RA	0.205320296687975
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU009129-RA	0.593950233364466
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU009299-RA	0.0389095810550361
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU009302-RA	0.183856432562369
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU010668-RA	2.52805561579526
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU010876-RA	1.50228607414374
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU010954-RA	0.498634523049235
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU011024-RA	2.58429281995686
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU011027-RA	6.0150732177788
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU012051-RA	0.366527370584491
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU012298-RA	1.19022430243096
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU012401-RA	1.12367315034915
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU012402-RA	1.19344220193172
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU012403-RA	0.291935060754698
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU012538-RA	0.692073076699051
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU012713-RA	2.80140563466759
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU012887-RA	0.0379826419577008
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU013210-RA	4.14632834607697
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU013372-RA	0.536569600445042
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU013607-RA	0.23075335392236
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU014231-RA	1.26819838268636
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU014259-RA	2.07867889446944
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU015933-RA	0.184680061603681
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU016076-RA	0.388121152545685
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU016154-RA	2.6264396703589
"macromolecular complex subunit organization"	GO:0043933;GO:0071822	2	OTAU017018-RA	1.17080351482272
"single-organism intracellular transport"	GO:1902582	3	OTAU000091-RA	0.170196174416049
"single-organism intracellular transport"	GO:1902582	3	OTAU000719-RA	0.226767653898851
"single-organism intracellular transport"	GO:1902582	3	OTAU001251-RA	4.63786028074697
"single-organism intracellular transport"	GO:1902582	3	OTAU001364-RA	3.15922040696449
"single-organism intracellular transport"	GO:1902582	3	OTAU001398-RA	0.72707791777717
"single-organism intracellular transport"	GO:1902582	3	OTAU001811-RA	2.22065768777744
"single-organism intracellular transport"	GO:1902582	3	OTAU001972-RA	1.36531479578583
"single-organism intracellular transport"	GO:1902582	3	OTAU003031-RA	6.2603350303666
"single-organism intracellular transport"	GO:1902582	3	OTAU003438-RA	0.62689936531509
"single-organism intracellular transport"	GO:1902582	3	OTAU003490-RA	0.375420590906242
"single-organism intracellular transport"	GO:1902582	3	OTAU004343-RA	4.83454153155379
"single-organism intracellular transport"	GO:1902582	3	OTAU004502-RA	0.000112688311720008
"single-organism intracellular transport"	GO:1902582	3	OTAU005439-RA	2.94900214491652
"single-organism intracellular transport"	GO:1902582	3	OTAU005514-RA	8.89972898799016
"single-organism intracellular transport"	GO:1902582	3	OTAU005637-RA	0.796056784288047
"single-organism intracellular transport"	GO:1902582	3	OTAU005712-RA	0.395272707524263
"single-organism intracellular transport"	GO:1902582	3	OTAU006022-RA	6.98782908757419
"single-organism intracellular transport"	GO:1902582	3	OTAU006228-RA	2.06549948683733
"single-organism intracellular transport"	GO:1902582	3	OTAU006288-RA	3.09888966295008
"single-organism intracellular transport"	GO:1902582	3	OTAU006614-RA	7.01592818028178
"single-organism intracellular transport"	GO:1902582	3	OTAU006798-RA	3.16623203056086
"single-organism intracellular transport"	GO:1902582	3	OTAU007352-RA	0.953483628219269
"single-organism intracellular transport"	GO:1902582	3	OTAU007802-RA	5.33854707931549
"single-organism intracellular transport"	GO:1902582	3	OTAU008441-RA	1.02645560427019
"single-organism intracellular transport"	GO:1902582	3	OTAU009009-RA	0.380632810043766
"single-organism intracellular transport"	GO:1902582	3	OTAU009045-RA	0.221763509334051
"single-organism intracellular transport"	GO:1902582	3	OTAU010391-RA	2.03772835366774
"single-organism intracellular transport"	GO:1902582	3	OTAU011542-RA	1.05358620234372
"single-organism intracellular transport"	GO:1902582	3	OTAU011782-RA	4.82345539535976
"single-organism intracellular transport"	GO:1902582	3	OTAU012342-RA	2.45842594737229
"single-organism intracellular transport"	GO:1902582	3	OTAU012817-RA	0.0786747559651157
"single-organism intracellular transport"	GO:1902582	3	OTAU012888-RA	6.77364640104387
"single-organism intracellular transport"	GO:1902582	3	OTAU013113-RA	3.97185124455654
"single-organism intracellular transport"	GO:1902582	3	OTAU014516-RA	1.26245470155112
"macromolecule catabolic process"	GO:0009057	2	OTAU000052-RA	0.141407546125695
"macromolecule catabolic process"	GO:0009057	2	OTAU000858-RA	0.0647486245840145
"macromolecule catabolic process"	GO:0009057	2	OTAU001174-RA	0.522133014918662
"macromolecule catabolic process"	GO:0009057	2	OTAU001323-RA	2.51509656514967
